TES;000;2018-01-14;000;000;000;000;701;000;000;000;1;;00;;0;00;;2018-01-14;;0000000;;;;;1840;RSSNNA81T42Z611Z;;;EUR;1.0;;;1;;;000;;;000;;0;0;;;;;;0;0;0;000;;9999;;;0.00;;;0.00;;;;;;0.00;;;;;;;;;000;;;;;;;;;;;;;;;2018;;;;2018;;;;;0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIG;000;2018-01-14;000;000;000;000;701;000;000;000;1;;00;;0;00;;2018-01-14;;0000000;;;;;1840;RSSNNA81T42Z611Z;;;EUR;1.0;;;1;;;000;;;000;;0;0;;;;;;0;0;0;000;;9999;;;0.00;;;0.00;;;;;;0.00;;;;;;;;;000;;;;;;;;;;;;;;;2018;;;;2018;;;;;0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;200309;;;;;;;1840;;;;;;;;;24 H Hidration Comfort Moisturizing Balm;;;;;24 H Hidration Comfort Moisturizing Balm;;01;;;;;;;;;;pz;;12;;;;24;;;;;;0;288;1;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
